order_id,order_date,store_location,lens_type,lens_index,power,coating,frame_type,inventory_available,current_stage,sla_hours,time_in_stage_hours,total_processing_hours,qc_failed,reorder_required,delay_reason,delayed
8360,2024-08-06,Delhi,Single Vision,1.6,-6.89,Anti Glare,Full Rim,1,QC,48,5,47,0,0,,0
8361,2025-07-08,Hyderabad,Bifocal,1.56,-6.29,Photochromic,Rimless,1,QC,96,22,61,0,0,,0
8362,2025-09-14,Mumbai,Single Vision,1.5,3.27,Anti Glare,Sports,1,Shipped,48,31,34,0,0,,0
8363,2025-05-25,Delhi,Single Vision,1.56,4.12,UV Protection,Sports,0,Prescription Verification,48,20,48,0,0,,0
8364,2025-06-30,Mumbai,Progressive,1.56,-7.3,Blue Cut,Aviator,1,Shipped,120,70,73,0,0,,0
8365,2026-01-19,Chennai,Bifocal,1.56,-7.46,Anti Glare,Aviator,0,Delivered,96,68,118,1,1,Supplier Delay,1
8366,2026-05-16,Delhi,Single Vision,1.6,-3.84,Anti Glare,Full Rim,1,Order Placed,48,11,83,0,0,,0
8367,2025-07-16,Bangalore,Single Vision,1.56,-3.54,Blue Cut,Half Rim,1,Packing,48,69,47,0,0,,0
8368,2025-11-29,Bangalore,Single Vision,1.5,-6.88,Anti Glare,Sports,1,Packing,48,60,77,1,1,Supplier Delay,1
8369,2025-01-24,Chennai,Bifocal,1.67,-1.37,Photochromic,Full Rim,1,Prescription Verification,96,18,53,0,0,,0
8370,2025-11-02,Delhi,Progressive,1.74,-5.7,UV Protection,Rimless,1,Delivered,120,60,139,0,0,,0
8371,2025-01-16,Mumbai,Single Vision,1.6,2.52,UV Protection,Half Rim,0,Lens Cutting,48,61,45,0,0,,0
8372,2025-08-14,Chennai,Single Vision,1.5,0.72,Anti Glare,Half Rim,1,Packing,48,70,56,0,0,,0
8373,2025-03-25,Bangalore,Bifocal,1.6,5.24,Photochromic,Rimless,1,Packing,96,27,95,0,0,,0
8374,2025-02-11,Delhi,Single Vision,1.67,-7.6,Photochromic,Half Rim,1,Lens Cutting,48,59,75,0,0,,0
8375,2024-12-09,Chennai,Bifocal,1.56,0.04,UV Protection,Full Rim,1,Lens Cutting,96,39,114,0,0,,0
8376,2025-06-27,Bangalore,Single Vision,1.67,-0.58,Anti Glare,Half Rim,1,QC,48,14,83,0,0,,0
8377,2025-12-12,Chennai,Progressive,1.74,-4.13,UV Protection,Rimless,1,Packing,120,2,108,0,0,,0
8378,2026-04-06,Mumbai,Single Vision,1.67,1.3,Blue Cut,Aviator,1,Order Placed,48,16,53,0,0,,0
8379,2025-10-13,Chennai,Single Vision,1.67,5.86,Blue Cut,Half Rim,1,Packing,48,67,71,0,0,,0
8380,2026-04-09,Mumbai,High Index,1.67,-1.23,Anti Glare,Full Rim,0,Delivered,168,26,231,0,0,Machine Downtime,1
8381,2026-04-11,Delhi,Progressive,1.67,-1.42,Anti Glare,Rimless,1,Prescription Verification,120,27,174,0,0,,0
8382,2026-01-06,Chennai,High Index,1.6,4.8,Anti Glare,Aviator,0,QC,168,65,219,0,0,Inventory Shortage,1
8383,2026-05-03,Hyderabad,Single Vision,1.6,-3.36,UV Protection,Half Rim,1,Coating,48,47,62,0,0,,0
8384,2025-12-15,Bangalore,Progressive,1.56,4.45,Anti Glare,Half Rim,1,Coating,120,30,145,0,0,,0
8385,2025-10-02,Delhi,Single Vision,1.74,-5.09,Anti Glare,Sports,1,Lens Cutting,48,38,41,0,0,,0
8386,2025-12-03,Chennai,High Index,1.67,3.92,Photochromic,Sports,0,Delivered,168,38,141,0,0,,0
8387,2025-09-26,Delhi,Single Vision,1.5,-0.37,UV Protection,Half Rim,1,Shipped,48,62,35,0,0,,0
8388,2024-10-27,Bangalore,Progressive,1.56,2.27,UV Protection,Full Rim,1,Order Placed,120,39,187,0,0,,0
8389,2025-11-22,Mumbai,Progressive,1.74,-4.74,Blue Cut,Half Rim,0,Prescription Verification,120,44,135,0,0,Logistics Delay,1
8390,2025-11-20,Bangalore,Bifocal,1.6,2.61,Blue Cut,Rimless,1,Assembly,96,1,76,0,0,,0
8391,2025-10-29,Mumbai,Progressive,1.74,-4.18,Photochromic,Full Rim,1,QC,120,54,208,0,0,,0
8392,2025-04-24,Bangalore,Progressive,1.74,1.02,Anti Glare,Aviator,1,Delivered,120,4,130,0,0,,0
8393,2025-01-10,Delhi,High Index,1.56,-5.73,Photochromic,Half Rim,0,Shipped,168,38,95,0,0,,0
8394,2025-11-04,Hyderabad,Progressive,1.56,-7.02,Blue Cut,Aviator,1,Assembly,120,58,209,0,0,,0
8395,2026-04-28,Bangalore,Single Vision,1.6,4.78,Anti Glare,Half Rim,1,Shipped,48,2,26,0,0,,0
8396,2025-10-29,Hyderabad,Single Vision,1.56,-3.41,UV Protection,Aviator,1,Packing,48,44,51,0,0,,0
8397,2025-09-22,Hyderabad,Single Vision,1.67,-6.54,Blue Cut,Half Rim,1,Lens Cutting,48,24,48,0,0,,0
8398,2025-05-20,Chennai,Single Vision,1.56,-2.15,Anti Glare,Full Rim,1,Order Placed,48,67,49,0,0,,0
8399,2024-11-22,Delhi,Progressive,1.6,-5.28,Anti Glare,Sports,0,Prescription Verification,120,17,142,0,0,Logistics Delay,1
8400,2024-11-24,Delhi,Single Vision,1.74,-0.28,Blue Cut,Sports,1,QC,48,61,24,0,0,,0
8401,2026-02-14,Hyderabad,Single Vision,1.6,4.48,UV Protection,Full Rim,1,QC,48,61,70,0,0,,0
8402,2025-05-07,Hyderabad,Progressive,1.6,-2.89,Photochromic,Sports,1,Order Placed,120,11,115,0,0,,0
8403,2026-05-27,Bangalore,Progressive,1.74,-2.43,UV Protection,Aviator,1,Coating,120,8,80,0,0,,0
8404,2026-03-22,Mumbai,Bifocal,1.67,5.49,Photochromic,Sports,1,Packing,96,11,140,0,0,,0
8405,2024-09-03,Mumbai,Single Vision,1.6,4.72,Photochromic,Half Rim,1,Packing,48,3,79,0,0,,0
8406,2024-08-05,Hyderabad,Single Vision,1.67,4.93,Blue Cut,Sports,0,Packing,48,44,48,0,0,,0
8407,2026-04-08,Bangalore,Single Vision,1.56,-6.53,Anti Glare,Half Rim,1,Prescription Verification,48,31,68,0,0,,0
8408,2025-03-26,Hyderabad,Single Vision,1.74,3.61,Anti Glare,Rimless,1,QC,48,48,27,0,0,,0
8409,2026-05-19,Hyderabad,Progressive,1.6,2.77,UV Protection,Sports,0,QC,120,58,134,0,0,Logistics Delay,1
8410,2024-12-27,Bangalore,Single Vision,1.6,-4.64,Blue Cut,Half Rim,1,Assembly,48,57,38,0,0,,0
8411,2024-11-10,Hyderabad,Single Vision,1.6,0.63,Anti Glare,Rimless,1,Packing,48,11,77,1,1,Supplier Delay,1
8412,2024-09-02,Delhi,Bifocal,1.5,-4.2,Photochromic,Aviator,0,Coating,96,5,91,0,0,Supplier Delay,1
8413,2026-01-28,Chennai,High Index,1.6,2.25,Photochromic,Half Rim,1,Assembly,168,64,94,1,1,,0
8414,2025-07-01,Mumbai,Single Vision,1.74,-5.45,Anti Glare,Sports,1,QC,48,7,67,0,0,,0
8415,2026-02-12,Mumbai,Bifocal,1.74,3.52,Anti Glare,Rimless,1,Lens Cutting,96,33,103,0,0,,0
8416,2024-10-25,Bangalore,Progressive,1.6,3.15,Photochromic,Aviator,1,QC,120,52,149,0,0,,0
8417,2024-09-05,Bangalore,Progressive,1.67,2.25,Anti Glare,Full Rim,0,Packing,120,58,72,0,0,,0
8418,2024-12-23,Bangalore,High Index,1.5,-1.14,Photochromic,Rimless,0,Lens Cutting,168,59,299,0,0,Machine Downtime,1
8419,2026-04-24,Bangalore,Progressive,1.5,-6.48,UV Protection,Rimless,1,Coating,120,21,169,0,0,,0
8420,2025-08-27,Delhi,Bifocal,1.74,1.76,Blue Cut,Aviator,0,Order Placed,96,37,169,0,0,Machine Downtime,1
8421,2024-08-02,Mumbai,Single Vision,1.5,-1.73,UV Protection,Aviator,1,Order Placed,48,24,64,0,0,,0
8422,2025-07-06,Hyderabad,Progressive,1.6,-7.87,Photochromic,Half Rim,1,Shipped,120,60,189,0,0,,0
8423,2024-07-14,Mumbai,Progressive,1.5,0.55,Blue Cut,Sports,0,Shipped,120,29,63,0,0,,0
8424,2025-02-28,Mumbai,Single Vision,1.56,5.24,Blue Cut,Full Rim,1,Shipped,48,62,48,1,1,,0
8425,2025-04-01,Delhi,Single Vision,1.6,-7.21,Blue Cut,Rimless,1,Coating,48,60,27,0,0,,0
8426,2026-02-11,Delhi,High Index,1.56,-1.68,UV Protection,Rimless,0,Assembly,168,42,150,0,0,,0
8427,2024-07-02,Mumbai,Single Vision,1.5,-0.58,Photochromic,Half Rim,1,Shipped,48,10,24,0,0,,0
8428,2025-03-15,Bangalore,Single Vision,1.74,-4.12,UV Protection,Aviator,1,Order Placed,48,66,38,0,0,,0
8429,2026-01-26,Delhi,Bifocal,1.74,-6.03,Anti Glare,Full Rim,1,Shipped,96,36,108,0,0,,0
8430,2026-02-23,Hyderabad,Progressive,1.5,4.02,Blue Cut,Full Rim,1,QC,120,31,96,0,0,,0
8431,2025-04-26,Chennai,Single Vision,1.5,1.31,Anti Glare,Full Rim,1,Coating,48,4,50,0,0,,0
8432,2025-06-03,Mumbai,Single Vision,1.56,1.42,Photochromic,Sports,1,Delivered,48,2,33,0,0,,0
8433,2025-06-08,Hyderabad,Progressive,1.56,0.94,UV Protection,Half Rim,1,Assembly,120,34,113,0,0,,0
8434,2026-04-14,Bangalore,Single Vision,1.56,4.26,Anti Glare,Half Rim,1,QC,48,47,55,0,0,,0
8435,2025-09-11,Bangalore,High Index,1.5,2.69,Blue Cut,Aviator,0,Order Placed,168,28,162,0,0,,0
8436,2025-04-24,Chennai,Bifocal,1.5,-5.99,Blue Cut,Sports,1,QC,96,24,109,0,0,,0
8437,2026-05-22,Chennai,Bifocal,1.6,-2.8,Photochromic,Rimless,1,Assembly,96,2,93,0,0,,0
8438,2025-03-22,Chennai,Single Vision,1.74,-7.83,Anti Glare,Aviator,1,Delivered,48,8,64,0,0,,0
8439,2026-03-09,Chennai,Single Vision,1.6,4.31,Photochromic,Half Rim,1,Shipped,48,3,60,0,0,,0
8440,2025-10-09,Mumbai,Single Vision,1.5,-2.43,Blue Cut,Rimless,1,Prescription Verification,48,5,52,0,0,,0
8441,2025-08-15,Hyderabad,Single Vision,1.74,1.64,Photochromic,Half Rim,0,Order Placed,48,15,78,0,0,Machine Downtime,1
8442,2025-10-14,Hyderabad,Single Vision,1.56,5.22,UV Protection,Rimless,1,Assembly,48,31,81,0,0,,0
8443,2026-01-13,Chennai,Single Vision,1.74,2.0,Blue Cut,Half Rim,1,QC,48,10,55,0,0,,0
8444,2026-05-28,Mumbai,Single Vision,1.6,-2.91,Anti Glare,Sports,0,Coating,48,17,27,0,0,Supplier Delay,1
8445,2025-06-26,Chennai,Single Vision,1.67,-2.65,UV Protection,Rimless,1,Delivered,48,59,43,0,0,,0
8446,2026-03-12,Delhi,Single Vision,1.74,4.44,Blue Cut,Full Rim,1,Delivered,48,71,29,0,0,,0
8447,2024-10-10,Hyderabad,Bifocal,1.6,5.16,Photochromic,Aviator,0,Prescription Verification,96,29,83,0,0,,0
8448,2024-10-08,Delhi,Progressive,1.56,5.75,Anti Glare,Sports,0,Delivered,120,5,137,0,0,Supplier Delay,1
8449,2024-10-15,Hyderabad,High Index,1.6,-1.83,Anti Glare,Full Rim,1,Assembly,168,8,220,0,0,,0
8450,2025-06-26,Delhi,Progressive,1.67,-6.7,Photochromic,Full Rim,1,Lens Cutting,120,5,109,0,0,,0
8451,2025-08-18,Mumbai,High Index,1.5,-1.33,Blue Cut,Aviator,1,Prescription Verification,168,49,163,0,0,,0
8452,2026-04-21,Hyderabad,High Index,1.67,0.99,UV Protection,Rimless,1,Coating,168,48,172,1,1,Machine Downtime,1
8453,2025-04-30,Bangalore,Progressive,1.5,-3.29,Blue Cut,Half Rim,1,Delivered,120,41,184,0,0,,0
8454,2024-09-04,Chennai,Progressive,1.67,-3.24,Anti Glare,Rimless,1,Delivered,120,20,111,0,0,,0
8455,2025-12-22,Hyderabad,Single Vision,1.74,-4.98,UV Protection,Rimless,1,Coating,48,57,36,0,0,,0
8456,2024-07-19,Bangalore,Single Vision,1.56,3.84,Photochromic,Aviator,1,Coating,48,10,76,0,0,,0
8457,2024-12-31,Hyderabad,Bifocal,1.67,-4.61,Blue Cut,Sports,1,Order Placed,96,71,104,0,0,,0
8458,2025-06-20,Delhi,Progressive,1.6,-5.69,Photochromic,Rimless,1,Shipped,120,8,151,1,1,Inventory Shortage,1
8459,2026-02-15,Hyderabad,High Index,1.6,-4.3,UV Protection,Aviator,1,Prescription Verification,168,59,283,0,0,,0
8460,2025-02-04,Hyderabad,Single Vision,1.67,5.16,UV Protection,Half Rim,1,Delivered,48,24,39,0,0,,0
8461,2025-10-23,Mumbai,Progressive,1.74,-4.36,UV Protection,Half Rim,1,Shipped,120,41,116,0,0,,0
8462,2025-02-22,Mumbai,Single Vision,1.56,1.66,Blue Cut,Full Rim,1,Assembly,48,14,62,0,0,,0
8463,2024-11-13,Bangalore,Bifocal,1.56,-1.36,Blue Cut,Half Rim,0,Lens Cutting,96,47,94,1,1,Logistics Delay,1
8464,2024-06-24,Hyderabad,Single Vision,1.56,-0.12,UV Protection,Sports,1,Order Placed,48,45,43,0,0,,0
8465,2025-08-10,Chennai,Single Vision,1.67,2.04,Anti Glare,Half Rim,1,Delivered,48,41,25,0,0,,0
8466,2025-11-06,Bangalore,Single Vision,1.5,-0.79,Anti Glare,Full Rim,1,QC,48,18,30,0,0,,0
8467,2026-01-07,Mumbai,Single Vision,1.56,-1.91,UV Protection,Sports,1,Prescription Verification,48,28,72,0,0,,0
8468,2026-02-23,Bangalore,Bifocal,1.56,-6.88,Anti Glare,Sports,1,Shipped,96,56,165,1,1,Machine Downtime,1
8469,2024-09-21,Mumbai,Single Vision,1.5,-6.69,Anti Glare,Rimless,1,Lens Cutting,48,37,65,0,0,,0
8470,2025-11-25,Delhi,Bifocal,1.74,-3.15,Anti Glare,Sports,1,Lens Cutting,96,2,110,0,0,,0
8471,2025-04-11,Bangalore,Single Vision,1.67,3.41,Photochromic,Sports,1,Lens Cutting,48,18,68,0,0,,0
8472,2024-10-26,Bangalore,Bifocal,1.5,1.57,Blue Cut,Full Rim,0,Assembly,96,50,75,1,1,Supplier Delay,1
8473,2026-04-15,Hyderabad,Progressive,1.6,-5.53,Blue Cut,Rimless,1,Delivered,120,59,63,0,0,,0
8474,2025-12-29,Chennai,High Index,1.74,0.45,UV Protection,Aviator,0,QC,168,21,167,0,0,,0
8475,2025-09-10,Hyderabad,Progressive,1.56,-6.17,UV Protection,Aviator,1,Coating,120,63,93,0,0,,0
8476,2025-07-02,Mumbai,Bifocal,1.56,-7.96,Photochromic,Sports,1,Packing,96,58,49,0,0,,0
8477,2024-10-01,Bangalore,Single Vision,1.67,4.54,Blue Cut,Aviator,1,Order Placed,48,37,30,1,1,,0
8478,2025-10-30,Hyderabad,Progressive,1.56,-4.34,Anti Glare,Half Rim,1,Assembly,120,5,197,0,0,,0
8479,2026-01-01,Bangalore,Progressive,1.74,3.05,Photochromic,Rimless,0,Order Placed,120,16,212,0,0,Machine Downtime,1
8480,2025-04-29,Mumbai,Single Vision,1.56,-2.34,UV Protection,Full Rim,1,Coating,48,56,79,0,0,,0
8481,2025-01-24,Mumbai,Progressive,1.67,0.89,Blue Cut,Aviator,1,Packing,120,58,90,0,0,,0
8482,2025-12-10,Delhi,High Index,1.5,-4.38,Photochromic,Aviator,1,Prescription Verification,168,4,122,0,0,,0
8483,2025-09-28,Delhi,Single Vision,1.56,1.67,Blue Cut,Sports,1,Shipped,48,51,30,0,0,,0
8484,2025-06-20,Bangalore,Single Vision,1.5,3.4,Anti Glare,Rimless,1,Order Placed,48,2,34,0,0,,0
8485,2026-04-30,Hyderabad,Progressive,1.74,5.0,Anti Glare,Half Rim,1,Order Placed,120,2,190,0,0,,0
8486,2024-09-30,Mumbai,Single Vision,1.6,0.07,Photochromic,Sports,1,Prescription Verification,48,49,52,0,0,,0
8487,2025-04-27,Chennai,High Index,1.67,3.3,UV Protection,Rimless,1,Shipped,168,58,189,0,0,,0
8488,2025-08-03,Hyderabad,Progressive,1.56,0.42,Blue Cut,Full Rim,1,Assembly,120,13,135,0,0,,0
8489,2024-08-01,Delhi,Single Vision,1.67,3.78,Blue Cut,Rimless,1,Packing,48,66,84,0,0,,0
8490,2024-07-12,Chennai,Single Vision,1.56,-3.85,Photochromic,Aviator,1,Coating,48,59,49,0,0,,0
8491,2026-03-31,Mumbai,Progressive,1.56,3.22,UV Protection,Full Rim,1,Packing,120,22,87,0,0,,0
8492,2026-05-07,Delhi,Bifocal,1.6,-1.49,UV Protection,Rimless,1,Assembly,96,65,113,0,0,,0
8493,2025-08-01,Bangalore,Single Vision,1.67,3.92,Photochromic,Rimless,1,Assembly,48,40,45,0,0,,0
8494,2026-04-18,Chennai,Single Vision,1.6,-1.39,Blue Cut,Half Rim,1,Delivered,48,32,38,0,0,,0
8495,2025-09-17,Delhi,Bifocal,1.56,5.75,UV Protection,Aviator,0,Order Placed,96,30,113,0,0,Supplier Delay,1
8496,2024-09-10,Delhi,Progressive,1.67,-2.32,Photochromic,Sports,1,Order Placed,120,44,209,0,0,,0
8497,2026-05-23,Hyderabad,Single Vision,1.6,1.73,Photochromic,Aviator,1,Assembly,48,27,52,0,0,,0
8498,2024-10-21,Chennai,Single Vision,1.56,-3.53,UV Protection,Full Rim,1,Delivered,48,7,59,0,0,,0
8499,2026-01-05,Delhi,Progressive,1.67,1.92,Photochromic,Sports,0,Prescription Verification,120,48,100,1,1,QC Failure,1
8500,2025-05-12,Chennai,High Index,1.6,-0.15,UV Protection,Aviator,1,Coating,168,9,161,0,0,,0
8501,2025-07-24,Delhi,High Index,1.67,-0.84,Anti Glare,Sports,1,QC,168,21,160,0,0,,0
8502,2024-06-17,Hyderabad,Single Vision,1.74,-3.18,Blue Cut,Half Rim,1,Assembly,48,30,30,0,0,,0
8503,2025-05-26,Delhi,Single Vision,1.67,-6.93,Anti Glare,Half Rim,1,QC,48,12,83,0,0,,0
8504,2024-10-31,Mumbai,Single Vision,1.5,2.19,UV Protection,Aviator,1,Delivered,48,11,46,0,0,,0
8505,2026-04-23,Mumbai,Single Vision,1.6,2.3,Photochromic,Half Rim,1,Delivered,48,70,73,0,0,,0
8506,2025-04-21,Delhi,Single Vision,1.5,4.26,UV Protection,Rimless,1,Lens Cutting,48,14,75,0,0,,0
8507,2024-12-11,Mumbai,Progressive,1.67,3.75,UV Protection,Aviator,0,QC,120,2,165,0,0,Inventory Shortage,1
8508,2024-12-27,Chennai,High Index,1.56,0.38,Photochromic,Sports,1,Lens Cutting,168,67,137,0,0,,0
8509,2024-07-16,Bangalore,Single Vision,1.5,0.48,UV Protection,Half Rim,1,Prescription Verification,48,72,59,0,0,,0
8510,2025-11-13,Hyderabad,Single Vision,1.6,0.76,Blue Cut,Full Rim,1,QC,48,6,82,0,0,,0
8511,2026-06-12,Delhi,Single Vision,1.56,3.35,Anti Glare,Half Rim,1,Assembly,48,62,43,0,0,,0
8512,2025-02-03,Hyderabad,High Index,1.74,-6.8,Photochromic,Sports,0,Packing,168,72,289,0,0,Inventory Shortage,1
8513,2025-11-04,Bangalore,Single Vision,1.6,-0.11,Photochromic,Sports,1,Assembly,48,54,71,1,1,QC Failure,1
8514,2025-10-09,Bangalore,Bifocal,1.74,-2.22,UV Protection,Half Rim,1,Coating,96,2,88,0,0,,0
8515,2024-11-03,Delhi,Single Vision,1.74,4.76,Blue Cut,Half Rim,1,QC,48,64,70,0,0,,0
8516,2024-08-30,Chennai,Progressive,1.56,5.03,Blue Cut,Half Rim,1,Packing,120,70,167,0,0,,0
8517,2024-10-08,Hyderabad,Progressive,1.6,0.56,Anti Glare,Rimless,1,Shipped,120,32,204,1,1,Machine Downtime,1
8518,2024-08-23,Mumbai,Single Vision,1.6,-0.22,UV Protection,Half Rim,1,Packing,48,57,58,1,1,Inventory Shortage,1
8519,2026-04-12,Bangalore,Progressive,1.74,3.3,Blue Cut,Aviator,0,Delivered,120,35,195,0,0,Supplier Delay,1
8520,2024-12-21,Chennai,Single Vision,1.74,5.18,UV Protection,Sports,1,Assembly,48,30,34,0,0,,0
8521,2025-08-30,Chennai,Bifocal,1.56,-7.67,Anti Glare,Half Rim,0,Assembly,96,15,157,0,0,Supplier Delay,1
8522,2024-10-04,Delhi,Single Vision,1.5,-4.33,Anti Glare,Sports,0,Order Placed,48,20,56,0,0,Logistics Delay,1
8523,2025-07-02,Delhi,Bifocal,1.5,-1.07,UV Protection,Rimless,0,Lens Cutting,96,26,102,0,0,QC Failure,1
8524,2026-04-26,Hyderabad,Single Vision,1.6,-4.56,Photochromic,Aviator,1,Delivered,48,72,58,0,0,,0
8525,2026-01-24,Hyderabad,Progressive,1.67,-3.58,Anti Glare,Rimless,0,Packing,120,5,206,0,0,Machine Downtime,1
8526,2025-06-22,Delhi,Single Vision,1.6,-0.33,UV Protection,Half Rim,1,Lens Cutting,48,67,39,0,0,,0
8527,2025-08-10,Bangalore,Single Vision,1.5,-7.58,Blue Cut,Rimless,1,Delivered,48,10,64,0,0,,0
8528,2024-06-30,Bangalore,Single Vision,1.67,3.81,Anti Glare,Aviator,1,Order Placed,48,59,81,0,0,,0
8529,2025-02-01,Bangalore,Bifocal,1.67,3.3,Anti Glare,Aviator,0,Shipped,96,64,162,0,0,Logistics Delay,1
8530,2025-03-17,Delhi,Single Vision,1.56,1.57,Photochromic,Rimless,1,Packing,48,13,66,0,0,,0
8531,2024-08-10,Chennai,Progressive,1.56,4.8,Anti Glare,Half Rim,1,Coating,120,22,208,0,0,,0
8532,2025-03-08,Hyderabad,Single Vision,1.74,-7.14,UV Protection,Rimless,1,Shipped,48,21,32,0,0,,0
8533,2025-03-11,Delhi,Single Vision,1.6,-6.35,Blue Cut,Sports,1,Prescription Verification,48,42,60,0,0,,0
8534,2026-05-15,Hyderabad,Single Vision,1.74,-6.88,UV Protection,Half Rim,1,Packing,48,15,41,0,0,,0
8535,2026-03-23,Bangalore,Single Vision,1.5,-7.7,Photochromic,Aviator,1,QC,48,42,65,0,0,,0
8536,2025-03-17,Chennai,Progressive,1.67,-1.53,Photochromic,Half Rim,1,Coating,120,23,149,0,0,,0
8537,2025-11-15,Mumbai,Single Vision,1.6,4.76,UV Protection,Aviator,1,Packing,48,23,36,0,0,,0
8538,2026-01-14,Chennai,Bifocal,1.5,-3.75,Anti Glare,Aviator,1,Delivered,96,24,58,0,0,,0
8539,2025-08-15,Hyderabad,Single Vision,1.67,2.77,Photochromic,Rimless,1,Shipped,48,24,77,0,0,,0
8540,2025-11-03,Bangalore,Progressive,1.74,-4.37,Blue Cut,Half Rim,0,Lens Cutting,120,5,157,0,0,QC Failure,1
8541,2024-08-14,Hyderabad,Single Vision,1.6,3.81,Anti Glare,Half Rim,0,Assembly,48,68,79,0,0,QC Failure,1
8542,2025-12-21,Hyderabad,Progressive,1.6,-4.55,Photochromic,Half Rim,0,Assembly,120,69,110,0,0,,0
8543,2026-04-16,Hyderabad,Progressive,1.6,4.06,UV Protection,Sports,1,Coating,120,36,146,0,0,,0
8544,2025-07-09,Delhi,Bifocal,1.74,-6.18,Blue Cut,Half Rim,0,Shipped,96,68,67,0,0,,0
8545,2025-08-12,Bangalore,Single Vision,1.67,-5.37,Blue Cut,Sports,1,Packing,48,25,27,0,0,,0
8546,2025-08-17,Hyderabad,Bifocal,1.67,-7.76,UV Protection,Full Rim,1,Prescription Verification,96,17,150,0,0,,0
8547,2025-06-20,Chennai,Single Vision,1.67,-1.51,UV Protection,Sports,1,Order Placed,48,18,68,0,0,,0
8548,2026-01-21,Hyderabad,Single Vision,1.67,5.64,UV Protection,Aviator,1,Delivered,48,21,60,0,0,,0
8549,2026-04-10,Chennai,Single Vision,1.5,-6.53,Blue Cut,Aviator,1,Order Placed,48,23,38,0,0,,0
8550,2026-04-23,Hyderabad,Single Vision,1.5,-2.32,Photochromic,Full Rim,1,Lens Cutting,48,18,72,0,0,,0
8551,2024-07-02,Delhi,Bifocal,1.56,2.58,UV Protection,Rimless,1,Coating,96,9,119,0,0,,0
8552,2024-10-01,Hyderabad,Bifocal,1.74,4.64,Photochromic,Half Rim,1,Shipped,96,50,98,0,0,,0
8553,2025-03-10,Delhi,Single Vision,1.74,-4.98,Photochromic,Full Rim,1,Order Placed,48,57,49,0,0,,0
8554,2026-04-10,Mumbai,High Index,1.74,5.41,Blue Cut,Rimless,1,Packing,168,60,135,0,0,,0
8555,2025-11-15,Chennai,Bifocal,1.74,4.08,UV Protection,Full Rim,0,Order Placed,96,17,156,0,0,QC Failure,1
8556,2025-09-25,Mumbai,Single Vision,1.6,2.05,Anti Glare,Aviator,0,Prescription Verification,48,20,30,0,0,,0
8557,2025-02-28,Hyderabad,Bifocal,1.5,-7.57,Photochromic,Aviator,1,Packing,96,14,130,0,0,,0
8558,2026-04-11,Hyderabad,High Index,1.74,-4.36,Anti Glare,Sports,0,Shipped,168,24,204,0,0,Inventory Shortage,1
8559,2025-10-04,Mumbai,Progressive,1.74,3.91,Anti Glare,Rimless,1,Order Placed,120,53,88,0,0,,0
8560,2026-01-10,Bangalore,Single Vision,1.6,1.6,UV Protection,Rimless,1,Coating,48,70,66,0,0,,0
8561,2024-12-03,Bangalore,Single Vision,1.6,0.79,Blue Cut,Rimless,0,QC,48,42,78,0,0,Logistics Delay,1
8562,2025-10-22,Chennai,Single Vision,1.74,-2.75,Photochromic,Sports,1,Prescription Verification,48,59,45,0,0,,0
8563,2026-03-12,Mumbai,Single Vision,1.67,-1.75,Blue Cut,Half Rim,1,Prescription Verification,48,19,53,0,0,,0
8564,2025-05-22,Chennai,Single Vision,1.74,4.67,Photochromic,Full Rim,1,Order Placed,48,58,79,1,1,Inventory Shortage,1
8565,2025-08-04,Mumbai,Single Vision,1.6,-2.49,Anti Glare,Aviator,1,Lens Cutting,48,21,48,0,0,,0
8566,2026-05-23,Delhi,Bifocal,1.56,5.09,Blue Cut,Half Rim,1,Coating,96,20,162,1,1,Supplier Delay,1
8567,2025-03-07,Hyderabad,Bifocal,1.67,4.51,Anti Glare,Full Rim,0,Packing,96,6,121,0,0,Supplier Delay,1
8568,2025-08-02,Bangalore,Single Vision,1.56,1.51,Blue Cut,Full Rim,1,QC,48,13,53,0,0,,0
8569,2024-12-05,Delhi,Single Vision,1.56,1.2,UV Protection,Sports,1,Assembly,48,30,82,1,1,Logistics Delay,1
8570,2024-07-29,Chennai,Single Vision,1.67,-4.88,Anti Glare,Rimless,0,Coating,48,11,63,0,0,Supplier Delay,1
8571,2025-05-09,Bangalore,Single Vision,1.5,0.92,UV Protection,Aviator,1,Order Placed,48,46,61,0,0,,0
8572,2024-09-02,Chennai,Progressive,1.67,-0.33,Photochromic,Half Rim,1,Assembly,120,26,87,0,0,,0
8573,2026-05-15,Mumbai,Single Vision,1.56,-2.36,Anti Glare,Sports,1,Order Placed,48,47,38,0,0,,0
8574,2025-01-21,Chennai,Single Vision,1.56,1.26,Blue Cut,Aviator,1,Shipped,48,49,77,0,0,,0
8575,2024-06-15,Hyderabad,Single Vision,1.67,5.46,Anti Glare,Half Rim,1,Order Placed,48,21,76,0,0,,0
8576,2025-05-13,Hyderabad,Single Vision,1.5,-5.27,UV Protection,Half Rim,1,Order Placed,48,32,73,0,0,,0
8577,2025-08-15,Chennai,Progressive,1.74,4.22,Blue Cut,Half Rim,1,Assembly,120,1,110,0,0,,0
8578,2024-10-08,Hyderabad,Single Vision,1.56,-5.35,Anti Glare,Sports,1,Assembly,48,49,26,0,0,,0
8579,2025-11-20,Hyderabad,High Index,1.6,-7.41,UV Protection,Half Rim,1,Coating,168,72,99,0,0,,0
